-0.10125,0.465,0
-0.05875,0.38625,0
-0.05,0.39,0

-0.10125,0.465,0
-0.05,0.39,0
-0.04125,0.395,0

-0.10125,0.465,0
-0.04125,0.395,0
-0.0325,0.395,0

-0.0325,0.395,0
-0.03,0.4225,0
-0.01875,0.4,0

-0.01875,0.4,0
0.005,0.42125,0
-0.00125,0.39375,0

-0.115,0.2625,0
-0.1225,0.285,0
-0.135,0.2675,0

-0.135,0.2675,0
-0.14125,0.275,0
-0.125,0.28625,0

-0.125,0.28625,0
-0.135,0.295,0
-0.14,0.27625,0

-0.14,0.27625,0
-0.14375,0.3025,0
-0.13625,0.2975,0

-0.13625,0.2975,0
-0.13125,0.315,0
-0.1425,0.30375,0

-0.13125,0.315,0
-0.135,0.3,0
-0.11875,0.305,0

-0.11875,0.305,0
-0.1225,0.29,0
-0.1025,0.2675,0

-0.1025,0.2675,0
-0.1,0.28,0
-0.115,0.3025,0

-0.115,0.3025,0
-0.13125,0.31625,0
-0.08125,0.315,0

-0.08125,0.315,0
-0.0625,0.28375,0
-0.115,0.3025,0

-0.0625,0.28375,0
-0.115,0.3025,0
-0.1,0.27625,0

-0.08125,0.315,0
-0.13125,0.315,0
-0.09875,0.3425,0

-0.09875,0.3425,0
-0.085,0.29,0
-0.07,0.36,0

-0.07,0.36,0
-0.09875,0.3425,0
-0.04625,0.35,0

-0.04625,0.35,0
-0.03625,0.3575,0
-0.0425,0.36625,0

-0.0425,0.36625,0
-0.04625,0.35,0
-0.065,0.3575,0

-0.065,0.3575,0
-0.09,0.34625,0
-0.0475,0.28875,0

-0.09,0.34625,0
-0.02,0.3575,0
-0.0825,0.3675,0

-0.0825,0.3675,0
-0.05625,0.38625,0
-0.02375,0.37125,0

-0.02375,0.37125,0
-0.05125,0.3875,0
-0.04125,0.39625,0

-0.04125,0.39625,0
-0.01875,0.39875,0
-0.02,0.3775,0

-0.02,0.3775,0
-0.0125,0.39625,0
-0.00125,0.38875,0

-0.00125,0.38875,0
0.01,0.365,0
-0.01625,0.37125,0

-0.00875,0.3475,0
-0.04,0.35,0
-0.04,0.35,0

-0.05,0.32,0
-0.0125,0.3425,0
-0.0125,0.3425,0

-0.0375,0.285,0
-0.0525,0.3175,0
-0.0125,0.3425,0

-0.0375,0.285,0
-0.01875,0.285,0
-0.01875,0.285,0

0.0275,0.3225,0
-0.0075,0.345,0
-0.0075,0.345,0

-0.0175,0.37,0
0.01,0.36375,0
0.01,0.36375,0

0.0,0.3925,0
-0.01625,0.37,0
0.0,0.3925,0

0.0625,0.34375,0
0.0475,0.33625,0
0.0475,0.33625,0

0.0625,0.34375,0
0.065,0.2925,0
0.065,0.2925,0

0.04625,0.32875,0
0.03875,0.23,0
0.03875,0.23,0

0.02625,0.31875,0
0.02,0.205,0
0.02,0.205,0

0.02625,0.31875,0
-0.01875,0.285,0
-0.01875,0.285,0

-0.04375,0.22375,0
-0.0375,0.285,0
-0.04375,0.22375,0

-0.04625,0.245,0
-0.06375,0.185,0
-0.05125,0.17,0

-0.05125,0.17,0
-0.04625,0.245,0
-0.01875,0.2825,0

-0.01875,0.2825,0
-0.05125,0.17,0
0.01625,0.2,0

0.01625,0.2,0
0.0275,0.32,0
-0.0175,0.2875,0

0.0275,0.32,0
0.01625,0.2,0
0.03875,0.22625,0

0.03875,0.22625,0
0.04625,0.33375,0
0.0275,0.32,0

0.0275,0.32,0
0.04625,0.33375,0
0.00625,0.3875,0

0.00625,0.3875,0
0.04625,0.33375,0
0.05875,0.3475,0

0.05875,0.3475,0
0.04625,0.33375,0
0.065,0.29375,0

0.065,0.29375,0
0.05875,0.3475,0
0.11125,0.2975,0

0.11125,0.2975,0
0.05875,0.3475,0
0.11375,0.31875,0

0.11375,0.31875,0
0.11625,0.295,0
0.1375,0.26625,0

0.1375,0.26625,0
0.1325,0.20125,0
0.1075,0.25,0

0.1375,0.26625,0
0.11625,0.29375,0
0.07875,0.24125,0

0.07875,0.24125,0
0.11625,0.29375,0
0.06625,0.29125,0

0.06625,0.29125,0
0.04125,0.22625,0
0.07625,0.2375,0

0.07875,0.19375,0
0.12125,0.1975,0
0.12125,0.1975,0

0.07875,0.19375,0
0.07875,0.24125,0
0.1075,0.25,0

0.075,0.19,0
0.10875,0.11875,0
0.095,0.19125,0

0.095,0.19125,0
0.10875,0.11875,0
0.12125,0.1975,0

0.10875,0.11875,0
0.075,0.19,0
-0.01375,0.11375,0

-0.01375,0.11375,0
0.015,0.1975,0
0.07375,0.19125,0

0.015,0.1975,0
-0.04875,0.1675,0
-0.01375,0.11375,0

-0.01375,0.11375,0
-0.08125,0.1125,0
-0.06375,0.18125,0

-0.06375,0.18125,0
-0.08125,0.1125,0
-0.10125,0.1475,0

-0.10125,0.1475,0
-0.11,0.1175,0
-0.0825,0.1125,0

-0.0825,0.1125,0
-0.105,0.07625,0
-0.11,0.1175,0

-0.105,0.07625,0
-0.0825,0.1075,0
-0.05875,0.05,0

-0.05875,0.05,0
-0.01375,0.1125,0
-0.09625,0.0325,0

0.1075,0.1125,0
-0.01375,0.1125,0
0.03,0.03,0

0.03,0.03,0
0.1075,0.1125,0
0.12,0.075,0

0.12,0.075,0
0.03625,0.03125,0
0.08125,-0.08,0

0.08125,-0.08,0
0.23375,-0.06625,0
0.17125,0.02125,0

0.17125,0.02125,0
0.23375,-0.06625,0
0.24375,-0.0175,0

0.24375,-0.0175,0
0.23375,-0.06625,0
0.31125,-0.07375,0

0.31125,-0.07375,0
0.23375,-0.06625,0
0.3175,-0.155,0

0.3175,-0.155,0
0.23375,-0.06625,0
0.21375,-0.21625,0

0.21375,-0.21625,0
0.18625,-0.1125,0
0.23375,-0.07375,0

0.23375,-0.07375,0
0.18625,-0.1125,0
0.08375,-0.08125,0

0.08375,-0.08125,0
0.06125,-0.11,0
0.17875,-0.11875,0

0.17875,-0.11875,0
0.115,-0.13875,0
0.06125,-0.11,0

0.115,-0.13875,0
0.10875,-0.18,0
0.18375,-0.11875,0

0.18375,-0.11875,0
0.21,-0.2175,0
0.11,-0.18625,0

0.11,-0.18625,0
0.14,-0.2875,0
0.21375,-0.21625,0

0.1875,-0.265,0
0.16375,-0.31125,0
0.19875,-0.34,0

0.16375,-0.31125,0
0.19875,-0.34,0
0.16625,-0.3975,0

0.16375,-0.31125,0
0.16625,-0.3975,0
0.1375,-0.4025,0

0.1375,-0.4025,0
0.10375,-0.43375,0
0.14625,-0.435,0

0.1375,-0.4025,0
0.14625,-0.435,0
0.1725,-0.425,0

0.21375,-0.2175,0
0.31375,-0.16,0
0.2925,-0.33,0

0.2975,-0.23,0
0.3275,-0.32125,0
0.295,-0.33125,0

0.295,-0.33125,0
0.28875,-0.42125,0
0.3275,-0.325,0

0.28875,-0.42125,0
0.25375,-0.46125,0
0.31375,-0.46375,0

0.31375,-0.46375,0
0.28875,-0.42125,0
0.31375,-0.41,0

0.3125,-0.07625,0
0.32,-0.15625,0
0.40125,-0.08375,0

0.3125,-0.07625,0
0.40125,-0.08375,0
0.35375,-0.05625,0

0.40125,-0.08375,0
0.42875,-0.115,0
0.3625,-0.1775,0

0.3625,-0.1775,0
0.3525,-0.24375,0
0.4125,-0.16875,0

0.3625,-0.1775,0
0.3475,-0.25,0
0.31625,-0.1625,0

0.31625,-0.1625,0
0.2975,-0.22125,0
0.3475,-0.25,0

0.115,-0.13875,0
0.185,-0.11625,0
0.07875,-0.08125,0

0.07875,-0.08125,0
0.115,-0.13875,0
0.05875,-0.10875,0

0.115,-0.13875,0
0.05875,-0.10875,0
0.0075,-0.0725,0

0.0075,-0.0725,0
-0.00375,-0.03375,0
0.0775,-0.08,0

-0.00375,-0.03375,0
0.0075,-0.0725,0
-0.05625,-0.01375,0

-0.05625,-0.01375,0
-0.00375,-0.01125,0
-0.05875,0.0475,0

-0.00375,-0.01125,0
-0.05875,0.0475,0
0.03,0.03125,0

-0.05875,0.0475,0
-0.05625,-0.01375,0
-0.12625,0.0125,0

-0.12625,0.0125,0
-0.1425,-0.02875,0
-0.05625,-0.01375,0

-0.1425,-0.02875,0
-0.12625,0.0125,0
-0.15375,-0.0,0

-0.15375,-0.0,0
-0.17125,-0.03125,0
-0.1425,-0.02875,0

-0.17125,-0.03125,0
-0.1425,-0.02875,0
-0.16875,-0.07,0

-0.16875,-0.07,0
-0.15125,-0.08625,0
-0.1775,-0.105,0

-0.15125,-0.08625,0
-0.1775,-0.105,0
-0.15,-0.11,0

-0.1775,-0.105,0
-0.15,-0.11,0
-0.17875,-0.12875,0

-0.15,-0.11,0
-0.17875,-0.12875,0
-0.17625,-0.16,0

-0.17875,-0.12875,0
-0.17625,-0.16,0
-0.1525,-0.14375,0

-0.17625,-0.16,0
-0.1525,-0.14375,0
-0.18625,-0.16375,0

-0.17625,-0.16,0
-0.18625,-0.16375,0
-0.17625,-0.18625,0

-0.05875,0.05625,0
-0.08125,0.10875,0
-0.015,0.1125,0

-0.08125,0.10875,0
-0.1075,0.07375,0
-0.065,0.05375,0

-0.1075,0.07375,0
-0.065,0.05375,0
-0.1325,0.015,0

-0.1075,0.07375,0
-0.1325,0.015,0
-0.13875,0.0525,0

-0.1325,0.015,0
-0.13875,0.0525,0
-0.17625,0.01375,0

-0.1325,0.015,0
-0.17625,0.01375,0
-0.17875,0.0425,0

-0.17625,0.01375,0
-0.17875,0.0425,0
-0.205,0.0375,0

-0.17875,0.0425,0
-0.205,0.0375,0
-0.2225,0.055,0

-0.205,0.0375,0
-0.2225,0.055,0
-0.25375,-0.06,0

-0.25375,-0.06,0
-0.22125,-0.06,0
-0.25875,-0.10375,0

-0.19625,0.0075,0
-0.2225,0.02125,0
-0.2225,-0.0425,0

-0.2625,-0.105,0
-0.26625,-0.1325,0
-0.225,-0.1,0

-0.26625,-0.1325,0
-0.225,-0.1,0
-0.225,-0.11625,0

-0.10625,0.0775,0
-0.105,0.14375,0
-0.08125,0.1125,0

-0.105,0.14375,0
-0.08125,0.1125,0
-0.06625,0.16875,0

-0.015,0.11125,0
-0.05875,0.05375,0
0.03125,0.035,0

0.11875,0.07375,0
0.08125,-0.08,0
0.1725,0.0225,0

0.035,0.0325,0
-0.0025,-0.0325,0
0.08125,-0.08,0

-0.05,-0.0175,0
-0.0025,-0.06875,0
0.0775,-0.08125,0

0.065,0.28625,0
0.04,0.2325,0
0.04625,0.3325,0

-0.0075,0.34625,0
-0.0175,0.29125,0
0.02625,0.32375,0

0.115,0.29875,0
0.08,0.24125,0
0.13875,0.26125,0

0.04,0.225,0
0.0175,0.19875,0
0.07125,0.19,0

0.04,0.225,0
0.07125,0.19,0
0.07625,0.2375,0

0.12125,0.19625,0
0.1075,0.25125,0
0.08,0.23875,0

0.07875,0.1925,0
0.07875,0.235,0
0.12,0.19875,0

-0.13375,0.2975,0
-0.1225,0.29125,0
-0.11625,0.305,0

-0.1225,0.2875,0
-0.1175,0.2625,0
-0.10125,0.2675,0

-0.07625,0.31375,0
-0.0575,0.28625,0
-0.0525,0.315,0

-0.0575,0.28625,0
-0.0525,0.315,0
-0.03625,0.2875,0

-0.035,0.285,0
-0.02,0.285,0
-0.00875,0.34125,0

-0.0075,0.34375,0
0.01125,0.3625,0
0.025,0.32375,0

-0.0075,0.34375,0
0.01125,0.3625,0
-0.0175,0.3725,0

-0.0225,0.37125,0
-0.0425,0.36875,0
-0.03375,0.36,0

-0.0425,0.36875,0
-0.02,0.37125,0
-0.0325,0.35875,0

0.32,-0.15625,0
0.3575,-0.17875,0
0.40375,-0.0825,0

0.36,-0.18125,0
0.42875,-0.11875,0
0.415,-0.1725,0

0.28875,-0.4225,0
0.31375,-0.41375,0
0.32625,-0.32,0

0.13875,-0.29,0
0.1625,-0.3125,0
0.18625,-0.27,0

0.14125,-0.28875,0
0.185,-0.265,0
0.21375,-0.21625,0

0.055,-0.10375,0
0.0825,-0.08125,0
0.005,-0.0725,0
